,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Type_Combined,Outlet_Years,Outlet
5656,1,NCS30,128.7652,516.6608,0.09302620699999999,5.945,OUT046,0,0,1,2,16,8
5657,0,FDK14,82.8934,818.934,0.041189152,6.98,OUT045,1,0,1,1,11,7
5658,0,DRJ35,61.2878,1272.3438,0.046584552,10.1,OUT046,0,0,1,0,16,8
5659,0,FDX19,232.6958,5375.0034,0.097280981,19.1,OUT017,1,0,1,1,6,2
5660,0,FDX60,80.096,1278.336,0.080922439,14.35,OUT018,2,1,2,1,4,3
5661,0,FDS01,177.3686,1777.6860000000001,0.017780986000000002,11.6,OUT045,1,0,1,1,11,7
5662,1,NCT41,151.9024,1062.6168,0.055979703,15.7,OUT035,1,0,1,2,9,6
5663,0,DRE27,96.9726,1174.4712,0.132645493,11.85,OUT035,1,0,1,0,9,6
5664,0,FDY45,253.6356,5086.712,0.026182757999999997,17.5,OUT049,0,1,1,1,14,9
5665,2,FDB56,188.2556,4693.89,0.06595278007399345,12.792854228644991,OUT027,2,1,3,1,28,5
5666,2,FDS36,107.95700000000001,2966.139,0.04688734,8.38,OUT046,0,0,1,1,16,8
5667,0,FDF59,125.70200000000001,2530.04,0.07135477400000001,12.5,OUT049,0,1,1,1,14,9
5668,0,FDD11,254.704,2530.04,0.06595278007399345,12.85,OUT035,1,0,1,1,9,6
5669,2,FDY40,48.1692,985.3839999999999,0.086320509,15.5,OUT017,1,0,1,1,6,2
5670,0,FDA13,38.8506,37.9506,0.137539574,12.792854228644991,OUT019,0,0,0,1,28,4
5671,1,NCX42,162.9526,822.263,0.010467749,12.792854228644991,OUT019,0,0,0,2,28,4
5672,0,FDJ46,174.4054,4027.4242,0.044814962,11.1,OUT035,1,0,1,1,9,6
5673,2,FDH05,231.2984,3243.7776,0.09091364199999999,14.35,OUT046,0,0,1,1,16,8
5674,1,NCP50,78.7618,1288.9888,0.020559846,17.35,OUT046,0,0,1,2,16,8
5675,2,FDF28,125.1046,3859.6426,0.037681359,12.792854228644991,OUT027,2,1,3,1,28,5
5676,0,FDN60,157.3604,4436.8912,0.095545715,15.1,OUT018,2,1,2,1,4,3
5677,0,FDD29,251.6698,6088.0752,0.018395194,12.15,OUT013,2,2,1,1,26,1
5678,2,FDG58,153.7972,2025.3636,0.087272074,10.695,OUT017,1,0,1,1,6,2
5679,0,FDV15,105.7648,2596.62,0.145464606,12.792854228644991,OUT027,2,1,3,1,28,5
5680,2,FDV04,159.0288,1257.0304,0.149890395,7.825,OUT013,2,2,1,1,26,1
5681,0,DRJ23,188.1872,3781.744,0.041634206,18.35,OUT013,2,2,1,0,26,1
5682,0,FDA11,94.7436,1701.7848,0.043029436,12.792854228644991,OUT027,2,1,3,1,28,5
5683,0,FDX16,149.105,4643.955,0.06594351,17.85,OUT045,1,0,1,1,11,7
5684,1,NCA41,191.6162,3463.4916,0.032637373,16.75,OUT049,0,1,1,2,14,9
5685,2,FDP36,52.3008,2226.4352,0.091096531,10.395,OUT013,2,2,1,1,26,1
5686,0,FDK16,97.0094,856.8846,0.115307979,9.065,OUT035,1,0,1,1,9,6
5687,0,FDD34,161.321,2773.0570000000002,0.015873285,7.945,OUT035,1,0,1,1,9,6
5688,0,FDI56,92.2146,91.2146,0.156307983,7.325,OUT010,2,0,0,1,15,0
5689,1,NCO18,177.5686,3910.9092,0.024790707000000002,13.15,OUT017,1,0,1,2,6,2
5690,2,FDB46,211.9244,4869.6612,0.093746136,10.5,OUT035,1,0,1,1,9,6
5691,2,FDN38,251.1408,3254.4304,0.09215837699999999,6.615,OUT045,1,0,1,1,11,7
5692,0,FDW47,123.8414,1340.2554,0.046469277,15.0,OUT045,1,0,1,1,11,7
5693,2,FDQ08,62.7536,61.2536,0.033144602999999995,12.792854228644991,OUT019,0,0,0,1,28,4
5694,2,FDR44,128.4968,1435.4648,0.102901425,6.11,OUT035,1,0,1,1,9,6
5695,0,DRH23,56.4614,1436.7964,0.17066366100000002,14.65,OUT045,1,0,1,0,11,7
5696,0,FDX01,116.715,1281.665,0.024213342000000002,10.1,OUT045,1,0,1,1,11,7
5697,0,FDB05,245.8776,4705.8744,0.08279545,12.792854228644991,OUT027,2,1,3,1,28,5
5698,0,FDR08,110.7886,1334.2632,0.037622954,18.7,OUT046,0,0,1,1,16,8
5699,2,FDZ36,184.424,4660.6,0.066155883,6.035,OUT017,1,0,1,1,6,2
5700,2,FDI05,74.4354,1128.531,0.12686971800000002,8.35,OUT046,0,0,1,1,16,8
5701,2,FDF24,83.2934,1883.5482,0.025409912000000003,15.5,OUT049,0,1,1,1,14,9
5702,0,FDZ48,111.1544,1118.5439999999999,0.07638928099999999,17.75,OUT017,1,0,1,1,6,2
5703,0,DRL37,44.376999999999995,1211.756,0.053113720999999996,12.792854228644991,OUT027,2,1,3,0,28,5
5704,0,FDM10,214.1218,1282.3308,0.07595723,18.25,OUT035,1,0,1,1,9,6
5705,0,FDP11,216.1166,435.4332,0.120986139,12.792854228644991,OUT019,0,0,0,1,28,4
5706,0,FDQ04,39.2796,701.7532,0.084885375,6.4,OUT049,0,1,1,1,14,9
5707,0,FDR49,47.2376,910.8144,0.139795569,8.71,OUT018,2,1,2,1,4,3
5708,0,FDD35,120.744,3954.8520000000003,0.02573918,12.792854228644991,OUT027,2,1,3,1,28,5
5709,0,FDH41,213.5534,430.1068,0.143591586,12.792854228644991,OUT019,0,0,0,1,28,4
5710,0,FDO34,169.7816,2013.3792,0.029999652999999998,17.7,OUT045,1,0,1,1,11,7
5711,0,FDL45,124.1704,1877.556,0.037901015,15.6,OUT017,1,0,1,1,6,2
5712,1,NCC19,192.382,4247.804,0.09679995300000001,6.57,OUT013,2,2,1,2,26,1
5713,0,FDY10,113.1176,2404.8696,0.048830264000000005,12.792854228644991,OUT027,2,1,3,1,28,5
5714,1,NCV29,176.0686,533.3058,0.022879017,11.8,OUT049,0,1,1,2,14,9
5715,2,FDC22,195.082,2703.1479999999997,0.136314863,6.89,OUT013,2,2,1,1,26,1
5716,1,NCP42,194.2478,2324.9736,0.016143388999999998,8.51,OUT045,1,0,1,2,11,7
5717,1,NCX17,231.23,3029.39,0.114246019,21.25,OUT017,1,0,1,2,6,2
5718,1,NCO26,116.6492,2664.5316,0.076975118,7.235,OUT049,0,1,1,2,14,9
5719,2,FDU45,112.3518,683.1108,0.06216667,12.792854228644991,OUT019,0,0,0,1,28,4
5720,2,FDR34,228.8352,4351.6688,0.01599013,17.0,OUT049,0,1,1,1,14,9
5721,0,FDV35,155.3314,3412.8908,0.128728258,19.5,OUT018,2,1,2,1,4,3
5722,0,FDS55,146.4734,4157.2552,0.080771137,12.792854228644991,OUT027,2,1,3,1,28,5
5723,2,FDS28,56.1588,458.0704,0.082568705,8.18,OUT045,1,0,1,1,11,7
5724,0,FDK15,100.8042,1488.0629999999999,0.098395216,10.8,OUT035,1,0,1,1,9,6
5725,1,NCP17,65.6168,830.9184,0.027714371,19.35,OUT046,0,0,1,2,16,8
5726,1,NCE42,233.2958,2103.2622,0.06595278007399345,21.1,OUT018,2,1,2,2,4,3
5727,0,FDA14,145.076,1904.1879999999999,0.06528457,16.1,OUT049,0,1,1,1,14,9
5728,2,FDF57,169.9448,170.4448,0.10299915400000001,12.792854228644991,OUT019,0,0,0,1,28,4
5729,1,NCV54,119.3124,474.0496,0.057969482,12.792854228644991,OUT019,0,0,0,2,28,4
5730,0,FDR10,163.4552,649.8208,0.016804724,17.6,OUT010,2,0,0,1,15,0
5731,0,FDT58,167.0816,1342.2528,0.086440911,9.0,OUT017,1,0,1,1,6,2
5732,2,FDC34,155.4972,311.5944,0.30247887100000004,12.792854228644991,OUT019,0,0,0,1,28,4
5733,2,FDU44,164.1552,3249.1040000000003,0.058663727,12.15,OUT018,2,1,2,1,4,3
5734,2,FDY08,139.1838,280.9676,0.286344848,9.395,OUT010,2,0,0,1,15,0
5735,2,FDK20,120.9072,122.5072,0.07276208599999999,12.792854228644991,OUT019,0,0,0,1,28,4
5736,0,FDV50,123.273,1108.557,0.12326452199999999,14.3,OUT017,1,0,1,1,6,2
5737,0,FDO25,207.92700000000002,2097.27,0.127647181,6.3,OUT049,0,1,1,1,14,9
5738,0,FDR14,53.3298,1078.596,0.17320619199999998,12.792854228644991,OUT027,2,1,3,1,28,5
5739,0,FDP27,189.153,2087.283,0.11993723099999999,8.155,OUT018,2,1,2,1,4,3
5740,0,FDB27,198.1768,5321.0736,0.055379648,7.575,OUT035,1,0,1,1,9,6
5741,2,FDW26,223.5772,2668.5264,0.107223632,11.8,OUT049,0,1,1,1,14,9
5742,1,NCQ50,213.3218,3419.5488,0.06595278007399345,18.75,OUT035,1,0,1,2,9,6
5743,1,NCL55,253.40400000000002,4807.076,0.06464846,12.15,OUT035,1,0,1,2,9,6
5744,2,FDG28,245.6144,3920.2304,0.049280292,9.285,OUT046,0,0,1,1,16,8
5745,2,FDO31,81.49600000000001,1997.4,0.028842332000000002,12.792854228644991,OUT027,2,1,3,1,28,5
5746,0,FDP27,188.35299999999998,5313.084,0.118872194,12.792854228644991,OUT027,2,1,3,1,28,5
5747,2,FDR01,198.2742,4379.6324,0.053924587,5.405,OUT017,1,0,1,1,6,2
5748,2,FDI08,247.1092,2241.0828,0.066297055,18.2,OUT046,0,0,1,1,16,8
5749,0,DRE03,46.5718,1607.2412,0.024264569,19.6,OUT049,0,1,1,0,14,9
5750,2,FDV26,196.1794,2731.1116,0.076470697,20.25,OUT018,2,1,2,1,4,3
5751,2,DRM49,43.0086,490.6946,0.151827552,6.11,OUT013,2,2,1,0,26,1
5752,0,FDI15,265.0884,8479.6288,0.141325834,13.8,OUT035,1,0,1,1,9,6
5753,2,FDM15,149.8366,1662.5026,0.057538034,11.8,OUT045,1,0,1,1,11,7
5754,2,FDH47,95.4068,1944.136,0.128791854,13.5,OUT035,1,0,1,1,9,6
5755,1,NCT54,94.7094,1047.3034,0.119436131,8.695,OUT013,2,2,1,2,26,1
5756,0,DRN11,143.5444,3628.61,0.163310805,7.85,OUT045,1,0,1,0,11,7
5757,2,FDU10,38.5848,484.7024,0.045878153,10.1,OUT018,2,1,2,1,4,3
5758,2,FDU50,116.3176,2519.3872,0.075322658,5.75,OUT045,1,0,1,1,11,7
5759,0,FDS26,259.7594,784.9782,0.14975313199999998,20.35,OUT010,2,0,0,1,15,0
5760,2,FDC14,41.0454,545.2902,0.06595278007399345,14.5,OUT018,2,1,2,1,4,3
5761,0,FDB17,179.0976,5976.2208,0.036494521,12.792854228644991,OUT027,2,1,3,1,28,5
5762,0,DRD25,115.086,452.744,0.132183029,6.135,OUT010,2,0,0,0,15,0
5763,0,DRI39,54.893,3112.615,0.096592065,12.792854228644991,OUT027,2,1,3,0,28,5
5764,1,NCQ06,255.9014,3315.0182,0.04188955,13.0,OUT049,0,1,1,2,14,9
5765,2,FDX11,179.7634,4180.5582,0.106663245,16.0,OUT013,2,2,1,1,26,1
5766,1,NCT29,123.3414,243.6828,0.112249603,12.792854228644991,OUT019,0,0,0,2,28,4
5767,0,FDS07,113.7518,2049.3324,0.10032210400000001,12.35,OUT017,1,0,1,1,6,2
5768,1,NCQ05,149.1708,2708.4744,0.021602001000000003,11.395,OUT035,1,0,1,2,9,6
5769,0,FDC35,206.1638,1656.5104,0.12333808199999999,7.435,OUT018,2,1,2,1,4,3
5770,2,FDU47,141.3838,2388.2246,0.114085368,12.8,OUT045,1,0,1,1,11,7
5771,0,FDE22,158.792,319.584,0.049498821,9.695,OUT010,2,0,0,1,15,0
5772,2,FDA03,144.9102,1895.5326,0.045425939000000005,18.5,OUT013,2,2,1,1,26,1
5773,2,FDY26,213.0244,423.4488,0.051068365,20.6,OUT010,2,0,0,1,15,0
5774,2,FDZ26,239.4222,3346.3108,0.144241314,11.6,OUT049,0,1,1,1,14,9
5775,0,FDQ24,249.6724,6543.4824,0.073605395,15.7,OUT013,2,2,1,1,26,1
5776,2,FDT14,120.444,2516.724,0.12770295,10.695,OUT035,1,0,1,1,9,6
5777,2,FDX04,48.5376,335.5632,0.041655865,19.6,OUT045,1,0,1,1,11,7
5778,0,FDC48,84.5592,2559.3352,0.015859294,9.195,OUT046,0,0,1,1,16,8
5779,0,FDC56,119.744,3355.632,0.12149774199999999,7.72,OUT035,1,0,1,1,9,6
5780,2,FDU19,174.2422,1379.5376,0.046844194000000006,8.77,OUT049,0,1,1,1,14,9
5781,2,FDT55,156.4946,2998.0974,0.06595278007399345,13.6,OUT049,0,1,1,1,14,9
5782,0,FDA45,175.737,2117.244,0.155250377,21.25,OUT013,2,2,1,1,26,1
5783,2,FDR51,151.0708,2708.4744,0.174450933,9.035,OUT017,1,0,1,1,6,2
5784,2,FDF56,182.3976,724.3904,0.199955274,16.7,OUT010,2,0,0,1,15,0
5785,0,FDK45,111.686,1584.604,0.033830011,11.65,OUT013,2,2,1,1,26,1
5786,0,DRN37,168.5158,3342.316,0.096217262,9.6,OUT013,2,2,1,0,26,1
5787,1,NCN26,115.1808,3866.9664,0.028674471,10.85,OUT035,1,0,1,2,9,6
5788,0,FDA19,129.5994,642.497,0.055213208,7.52,OUT049,0,1,1,1,14,9
5789,1,NCR06,40.8112,553.9456,0.00676387,12.5,OUT035,1,0,1,2,9,6
5790,0,FDJ48,245.3118,247.0118,0.094460314,11.3,OUT010,2,0,0,1,15,0
5791,1,NCA05,150.0734,2524.0478,0.025130632000000003,20.75,OUT046,0,0,1,2,16,8
5792,0,FDP04,64.7168,1022.6688,0.013812772,15.35,OUT046,0,0,1,1,16,8
5793,2,FDA47,161.721,3588.6620000000003,0.116673795,10.5,OUT046,0,0,1,1,16,8
5794,2,FDI09,239.988,2636.5679999999998,0.06595278007399345,20.75,OUT045,1,0,1,1,11,7
5795,2,FDU24,92.81200000000001,93.212,0.245407386,12.792854228644991,OUT019,0,0,0,1,28,4
5796,2,FDI36,196.9426,5339.0502,0.062597392,12.5,OUT018,2,1,2,1,4,3
5797,0,FDC11,90.7172,1605.9096,0.141674844,20.5,OUT013,2,2,1,1,26,1
5798,2,FDY38,231.63,2563.33,0.119361718,13.6,OUT049,0,1,1,1,14,9
5799,2,FDF56,180.3976,7425.0016,0.11888372400000001,12.792854228644991,OUT027,2,1,3,1,28,5
5800,0,FDB44,210.0586,6964.9338,0.016876708,12.792854228644991,OUT027,2,1,3,1,28,5
5801,0,FDI15,264.1884,3179.8608,0.141352562,13.8,OUT046,0,0,1,1,16,8
5802,0,FDY59,91.3462,1388.193,0.031397503,8.195,OUT035,1,0,1,1,9,6
5803,0,FDX34,120.6098,1807.6470000000002,0.072278769,6.195,OUT018,2,1,2,1,4,3
5804,2,FDC52,150.8708,150.4708,0.014497036000000001,12.792854228644991,OUT019,0,0,0,1,28,4
5805,1,NCW29,129.33100000000002,259.66200000000003,0.028838937999999998,14.0,OUT013,2,2,1,2,26,1
5806,0,FDS40,36.719,622.523,0.013951503999999998,12.792854228644991,OUT027,2,1,3,1,28,5
5807,2,FDI40,99.3358,804.2864,0.126114605,11.5,OUT018,2,1,2,1,4,3
5808,0,FDN48,90.0804,1561.9668,0.064938448,13.35,OUT035,1,0,1,1,9,6
5809,2,FDN46,100.5332,2460.7968,0.144511119,7.21,OUT013,2,2,1,1,26,1
5810,2,FDB41,47.7718,1039.9796,0.09729472800000001,19.0,OUT035,1,0,1,1,9,6
5811,2,FDT55,155.7946,3471.4812,0.043646900999999995,13.6,OUT035,1,0,1,1,9,6
5812,0,FDI22,208.6612,7317.142,0.095746519,12.792854228644991,OUT027,2,1,3,1,28,5
5813,2,FDY16,183.6266,1844.266,0.092413792,18.35,OUT045,1,0,1,1,11,7
5814,2,FDN33,93.5436,283.6308,0.12330717699999999,6.305,OUT049,0,1,1,1,14,9
5815,0,FDT57,235.5248,4740.496,0.019031184,15.2,OUT035,1,0,1,1,9,6
5816,2,FDZ31,191.0504,5752.512,0.11266896300000001,12.792854228644991,OUT027,2,1,3,1,28,5
5817,0,DRM48,35.8848,596.5568,0.113072194,15.2,OUT049,0,1,1,0,14,9
5818,1,NCL19,143.447,2576.646,0.015708023,15.35,OUT045,1,0,1,2,11,7
5819,0,FDG50,91.0146,729.7168,0.015259084,7.405,OUT013,2,2,1,1,26,1
5820,0,DRH25,52.0324,1090.5804,0.014622625,18.7,OUT045,1,0,1,0,11,7
5821,2,FDB37,241.0538,4566.7222,0.022829733999999997,12.792854228644991,OUT027,2,1,3,1,28,5
5822,0,FDW59,86.5566,1860.2452,0.020833091,13.15,OUT017,1,0,1,1,6,2
5823,1,NCR30,75.4696,1416.8224,0.071103348,20.6,OUT049,0,1,1,2,14,9
5824,2,FDY22,144.5128,3595.32,0.159720671,16.5,OUT046,0,0,1,1,16,8
5825,0,FDB45,106.5306,104.5306,0.037345714,12.792854228644991,OUT019,0,0,0,1,28,4
5826,2,FDC08,225.27200000000002,4753.812,0.102949031,12.792854228644991,OUT027,2,1,3,1,28,5
5827,1,NCK53,100.4042,595.2252,0.062903297,11.6,OUT010,2,0,0,2,15,0
5828,2,FDM27,157.2946,1577.9460000000001,0.158715731,12.35,OUT049,0,1,1,1,14,9
5829,2,FDG17,244.1486,2687.8346,0.03598621,6.865,OUT018,2,1,2,1,4,3
5830,1,NCT17,189.7214,1695.7926,0.042102658,10.8,OUT017,1,0,1,2,6,2
5831,2,FDZ14,119.7756,3029.39,0.047857877,7.71,OUT017,1,0,1,1,6,2
5832,0,FDJ28,193.3162,192.4162,0.036590807,12.3,OUT010,2,0,0,1,15,0
5833,0,FDV21,126.0704,1627.2152,0.171779865,11.5,OUT018,2,1,2,1,4,3
5834,0,DRD24,142.5154,141.8154,0.051544658,13.85,OUT010,2,0,0,0,15,0
5835,0,DRF25,34.619,732.38,0.03898577,9.0,OUT049,0,1,1,0,14,9
5836,2,FDN22,251.8724,3271.7412,0.138868769,18.85,OUT018,2,1,2,1,4,3
5837,2,FDV04,156.6288,628.5152,0.251094747,7.825,OUT010,2,0,0,1,15,0
5838,0,FDL34,139.9496,3105.2912,0.041112694,16.0,OUT018,2,1,2,1,4,3
5839,0,FDX58,182.895,3112.615,0.043755405,13.15,OUT035,1,0,1,1,9,6
5840,2,FDG12,120.3098,1446.1176,0.006351875999999999,6.635,OUT018,2,1,2,1,4,3
5841,1,NCL53,175.4028,2833.6448,0.036308404,7.5,OUT045,1,0,1,2,11,7
5842,0,FDV47,84.9566,1014.6792,0.054428368,17.1,OUT018,2,1,2,1,4,3
5843,0,FDA43,193.7794,4876.985,0.064362554,12.792854228644991,OUT027,2,1,3,1,28,5
5844,1,NCM17,44.5086,1249.0408,0.071538243,7.93,OUT017,1,0,1,2,6,2
5845,1,NCQ02,186.9556,3379.6008,0.007468056,12.6,OUT049,0,1,1,2,14,9
5846,0,FDN12,112.7544,1118.5439999999999,0.081562686,15.6,OUT017,1,0,1,1,6,2
5847,1,NCX06,181.5976,543.2928,0.02746599,12.792854228644991,OUT019,0,0,0,2,28,4
5848,0,FDE24,141.5812,427.4436,0.09365216800000001,14.85,OUT045,1,0,1,1,11,7
5849,0,FDQ58,154.334,4287.752,0.015364173,7.315,OUT018,2,1,2,1,4,3
5850,2,FDH31,98.0042,1587.2672,0.020442889,12.0,OUT049,0,1,1,1,14,9
5851,1,NCH55,128.40200000000002,1265.02,0.034813556,16.35,OUT018,2,1,2,2,4,3
5852,1,NCC54,239.3196,3615.2940000000003,0.09786283900000001,17.75,OUT049,0,1,1,2,14,9
5853,1,NCT06,167.7842,165.7842,0.06782445599999999,12.792854228644991,OUT019,0,0,0,2,28,4
5854,2,FDH56,115.9492,115.8492,0.11173569,12.792854228644991,OUT019,0,0,0,1,28,4
5855,0,FDY46,188.9898,3554.7062,0.048160824000000005,18.6,OUT017,1,0,1,1,6,2
5856,1,NCM19,114.1202,3488.1262,0.047197935999999996,12.65,OUT013,2,2,1,2,26,1
5857,2,FDB04,88.9856,3515.4240000000004,0.06292013,12.792854228644991,OUT027,2,1,3,1,28,5
5858,0,FDB09,126.2046,1369.5506,0.057385239000000005,16.25,OUT035,1,0,1,1,9,6
5859,0,FDK51,265.2884,3179.8608,0.005209791,12.792854228644991,OUT027,2,1,3,1,28,5
5860,0,FDB33,157.5262,477.3786,0.025527994,12.792854228644991,OUT019,0,0,0,1,28,4
5861,2,FDU51,175.6028,3364.9532,0.096495426,20.2,OUT035,1,0,1,1,9,6
5862,1,NCE30,214.0902,1061.951,0.173574402,12.792854228644991,OUT019,0,0,0,2,28,4
5863,0,DRI13,218.3508,2387.5588,0.020409765,15.35,OUT018,2,1,2,0,4,3
5864,0,FDV32,64.751,1201.769,0.088888291,7.785,OUT045,1,0,1,1,11,7
5865,0,DRH51,89.3856,878.8560000000001,0.09736772199999999,17.6,OUT049,0,1,1,0,14,9
5866,1,NCW18,238.9248,6636.6944,0.059275452,15.1,OUT013,2,2,1,2,26,1
5867,2,FDI12,88.8856,439.42800000000005,0.100555034,9.395,OUT049,0,1,1,1,14,9
5868,0,FDQ14,150.105,2696.49,0.061775607,9.27,OUT035,1,0,1,1,9,6
5869,2,FDQ55,115.9834,2994.7684,0.012974936999999999,12.792854228644991,OUT027,2,1,3,1,28,5
5870,0,FDG26,255.333,1794.3310000000001,0.042614360999999996,18.85,OUT013,2,2,1,1,26,1
5871,1,NCW29,130.031,129.83100000000002,0.050535312,12.792854228644991,OUT019,0,0,0,2,28,4
5872,0,FDK27,122.3756,2059.9852,0.008944844,11.0,OUT035,1,0,1,1,9,6
5873,0,DRL49,142.4812,2422.1804,0.056418354000000004,13.15,OUT035,1,0,1,0,9,6
5874,2,FDK26,186.824,1864.24,0.032227432,5.46,OUT049,0,1,1,1,14,9
5875,2,FDT14,120.744,2756.4120000000003,0.127108578,12.792854228644991,OUT027,2,1,3,1,28,5
5876,2,FDW19,110.95700000000001,219.71400000000003,0.064441812,12.35,OUT010,2,0,0,1,15,0
5877,0,FDF22,211.8218,4915.6014,0.057152139000000005,6.865,OUT017,1,0,1,1,6,2
5878,1,NCQ43,108.0912,1637.868,0.11147467,17.75,OUT049,0,1,1,2,14,9
5879,1,NCA42,158.0604,4595.3516,0.028410335,12.792854228644991,OUT027,2,1,3,2,28,5
5880,2,FDG08,172.0764,171.7764,0.28952283300000003,12.792854228644991,OUT019,0,0,0,1,28,4
5881,1,NCP17,65.3168,191.7504,0.06595278007399345,19.35,OUT010,2,0,0,2,15,0
5882,2,FDS19,76.0012,1214.4192,0.06420727700000001,13.8,OUT046,0,0,1,1,16,8
5883,0,DRQ35,121.9388,1114.5492,0.042463728,9.3,OUT018,2,1,2,0,4,3
5884,2,FDR25,266.8884,5034.7796,0.139521931,17.0,OUT046,0,0,1,1,16,8
5885,1,NCB43,187.1898,2993.4368,0.06595278007399345,20.2,OUT013,2,2,1,2,26,1
5886,2,FDQ28,154.8656,1390.1904,0.060768862,14.0,OUT017,1,0,1,1,6,2
5887,0,FDK24,46.2744,1086.5856,0.101294945,9.195,OUT046,0,0,1,1,16,8
5888,1,NCN06,165.5868,1965.4416,0.120474481,8.39,OUT035,1,0,1,2,9,6
5889,0,FDS08,177.937,1587.933,0.05695045,5.735,OUT035,1,0,1,1,9,6
5890,0,FDP27,190.153,4933.5779999999995,0.119351235,8.155,OUT013,2,2,1,1,26,1
5891,2,FDE11,185.7924,370.1848,0.226122963,17.7,OUT010,2,0,0,1,15,0
5892,1,NCX30,249.2776,4210.5192,0.026620627,16.7,OUT046,0,0,1,2,16,8
5893,0,DRI51,173.4764,2404.8696,0.042480566,17.25,OUT017,1,0,1,0,6,2
5894,2,FDH31,98.2042,198.4084,0.06595278007399345,12.792854228644991,OUT019,0,0,0,1,28,4
5895,2,FDR19,147.6102,4082.6856,0.159720671,13.5,OUT046,0,0,1,1,16,8
5896,0,FDJ04,118.3124,948.0992,0.124348482,18.0,OUT013,2,2,1,1,26,1
5897,2,FDP01,151.7682,1372.2138,0.063684145,20.75,OUT017,1,0,1,1,6,2
5898,2,FDY35,45.8402,1102.5648,0.016092971,17.6,OUT018,2,1,2,1,4,3
5899,2,DRC36,173.6054,1751.0539999999999,0.06595278007399345,13.0,OUT013,2,2,1,0,26,1
5900,0,FDZ55,158.49200000000002,3994.8,0.025552424,6.055,OUT017,1,0,1,1,6,2
5901,0,FDD11,251.40400000000002,2277.036,0.030591255,12.85,OUT013,2,2,1,1,26,1
5902,1,NCJ29,87.0224,1193.1136,0.035336287,10.6,OUT018,2,1,2,2,4,3
5903,0,FDI52,121.2072,1470.0864,0.104658344,18.7,OUT035,1,0,1,1,9,6
5904,1,NCF06,257.9962,517.9924,0.020198353999999998,6.235,OUT046,0,0,1,2,16,8
5905,0,FDG16,217.3192,5608.6992,0.08981680800000001,15.25,OUT046,0,0,1,1,16,8
5906,2,FDX07,184.495,4028.09,0.022954443999999997,19.2,OUT049,0,1,1,1,14,9
5907,0,FDR14,52.9298,647.1576,0.174049032,11.65,OUT046,0,0,1,1,16,8
5908,0,FDV36,125.902,126.50200000000001,0.044024163,18.7,OUT010,2,0,0,1,15,0
5909,1,NCP14,103.3306,2404.2038,0.110739031,8.275,OUT018,2,1,2,2,4,3
5910,2,FDJ12,209.0296,2285.0256,0.039008625,8.895,OUT013,2,2,1,1,26,1
5911,0,FDL46,117.3466,824.9262,0.054277132,20.35,OUT018,2,1,2,1,4,3
5912,2,FDL21,39.348,719.064,0.0071609080000000006,15.85,OUT045,1,0,1,1,11,7
5913,1,NCA30,190.5872,1890.872,0.129226104,19.0,OUT013,2,2,1,2,26,1
5914,1,NCN26,119.0808,2343.616,0.06595278007399345,10.85,OUT013,2,2,1,2,26,1
5915,2,FDJ10,139.7838,1264.3542,0.129479176,5.095,OUT035,1,0,1,1,9,6
5916,1,NCE18,247.775,3745.125,0.021512619,10.0,OUT018,2,1,2,2,4,3
5917,2,FDW21,101.6358,1709.1086,0.0059589180000000005,5.34,OUT013,2,2,1,1,26,1
5918,2,FDA55,222.5088,5369.0112,0.056941603,17.2,OUT013,2,2,1,1,26,1
5919,1,NCX30,247.2776,6191.94,0.026491715,12.792854228644991,OUT027,2,1,3,2,28,5
5920,0,FDA20,186.824,6338.416,0.066298469,12.792854228644991,OUT027,2,1,3,1,28,5
5921,0,FDT20,39.5164,926.7936,0.041360997000000004,10.5,OUT013,2,2,1,1,26,1
5922,2,FDR11,159.3578,3048.6982,0.142759833,10.5,OUT049,0,1,1,1,14,9
5923,2,FDU26,118.6782,1549.3166,0.042792567999999996,16.7,OUT018,2,1,2,1,4,3
5924,1,NCY54,171.1422,2586.633,0.17769484600000002,8.43,OUT046,0,0,1,2,16,8
5925,0,FDP26,105.6306,418.1224,0.139552827,7.785,OUT046,0,0,1,1,16,8
5926,2,FDK58,102.6016,3137.2496,0.045052492,11.35,OUT049,0,1,1,1,14,9
5927,1,NCK53,98.9042,1488.0629999999999,0.037581243,11.6,OUT046,0,0,1,2,16,8
5928,0,FDY52,59.9536,980.0576,0.007342171,6.365,OUT013,2,2,1,1,26,1
5929,1,NCU30,161.121,2609.936,0.034945416,5.11,OUT045,1,0,1,2,11,7
5930,1,NCA18,115.1492,1737.7379999999998,0.056030907000000005,10.1,OUT013,2,2,1,2,26,1
5931,0,FDX40,40.0164,1312.9576,0.099553084,12.85,OUT017,1,0,1,1,6,2
5932,0,FDX13,249.1092,2490.092,0.04778295900000001,7.725,OUT046,0,0,1,1,16,8
5933,0,FDK36,47.4034,631.8442,0.007180374000000001,12.792854228644991,OUT027,2,1,3,1,28,5
5934,1,NCP55,56.9614,221.0456,0.019592289,12.792854228644991,OUT019,0,0,0,2,28,4
5935,2,FDO56,116.3808,234.3616,0.078758649,12.792854228644991,OUT019,0,0,0,1,28,4
